"","BASKETID","BASKETTYPE","DIRECTION","LOCATION_DESCRIPTION","OWNERTYPE","SECTION","STATEPLANE_LABELX","STATEPLANE_LABELY","STATEPLANE_SNAPPEDX","STATEPLANE_SNAPPEDY","STREETNAME1","STREETNAME2","OBJECTID","point"
"663",20730056,"H","E","E corner of E 204 ST and E 205 ST","D","BX073",1017717.29821089,257599.84672655,1017689.54925065,257595.47239147,"E 204 ST","E 205 ST",9967,"POINT (-73.8789865241 40.8736629826)"
"666",10710021,"H","SW","SW corner of BROADWAY and W 62 ST","B","MN071",989116.4991134,219986.2871113,989145.8494484,220020.80016564,"BROADWAY","W 62 ST",4888,"POINT (-73.9824306285 40.7704865258)"
"669",10710101,"H","NE","NE corner of COLUMBUS AV and W 61 ST","B","MN071",988804.79993364,219999.27035305,988761.71340564,219984.77300672,"COLUMBUS AV","W 61 ST",19321,"POINT (-73.9835559376 40.7705223275)"
"678",10520310,"H","SW","SW corner of 5 AV and W 40 ST","B","MN052",989202.12427023,213299.61446105,989249.00901897,213319.72400089,"5 AV","W 40 ST",2320,"POINT (-73.9821264244 40.7521332796)"
"686",10230137,"H","W","W corner of 9 AV and GANSEVOORT ST","B","MN023",982404.82651314,208693.27918555,982427.06400147,208681.79528463,"9 AV","GANSEVOORT ST",587,"POINT (-74.0066584739 40.7394912383)"
"688",10520187,"H","NE","NE corner of PARK AV and E 49 ST","B","MN052",991443.49741215,214925.02787688,991390.59594314,214900.43934338,"PARK AV","E 49 ST",2194,"POINT (-73.974034955 40.756593087)"
"690",10220110,"H","NE","NE corner of BROADWAY and ASTOR PL","B","MN022",986313.41744922,205308.0211923,986279.66784482,205291.68559505,"BROADWAY","ASTOR PL",61,"POINT (-73.9925550115 40.7301994912)"
"691",10340051,"H","NW","NW corner of 1 AV and E 9 ST","D","MN034",988412.99199022,204647.56910113,988415.15241897,204614.07212088,"1 AV","E 9 ST",19884,"POINT (-73.9849799738 40.7283859726)"
"697",11010263,"H","SW","SW corner of W 125 ST and 5 AV","B","MN101",1000152.78281505,233054.01392855,1000198.72104339,233063.88431563,"W 125 ST","5 AV",3145,"POINT (-73.9425557434 40.8063409599)"
"701",40520012,"H","SE","SE corner of MYRTLE AV and WEIRFIELD ST","B","QW052",1011307.50427198,194427.47963321,1011297.10435839,194479.43359755,"MYRTLE AV","WEIRFIELD ST",18070,"POINT (-73.9024179589 40.7002938817)"
"703",10830006,"H","SW","SW corner of 1 AV and E 79 ST","B","MN083",997274.09533098,220645.59517588,997306.17433506,220655.87763563,"1 AV","E 79 ST",4245,"POINT (-73.9529782369 40.7722878993)"
"705",20310153,"H","N","N corner of FRANKLIN AV and E 169 ST","D","BX031",1011388.08744414,242392.74853188,1011388.22622339,242333.87889896,"FRANKLIN AV","E 169 ST",11299,"POINT (-73.9019336791 40.8319457745)"
"710",10730090,"H","SE","SE corner of AMSTERDAM AV and W 86 ST","B","MN073",991198.53727214,226165.42796822,991181.30469506,226205.04960813,"AMSTERDAM AV","W 86 ST",4772,"POINT (-73.9749075205 40.7874452435)"
"719",10430234,"H","Direction TBD","Location Description T/K","B","MN043",987482.66871965,217120.03168896,987458.08497059,217075.65729242,"Street Name TBD","",1632,"POINT (-73.9883305744 40.7626201454)"
"725",31410027,"H","W","W corner of CHURCH AV and ST PAULS PLACE","D","BKS141",994666.39779048,176043.20603438,994707.67264231,176024.59550729,"CHURCH AV","ST PAULS PLACE",19013,"POINT (-73.9624619871 40.6498684318)"
"735",10810349,"H","NE","NE corner of 2 AV and E 60 ST","D","MN081",994329.28002639,216638.93225746,994297.87031232,216617.24365255,"2 AV","E 60 ST",2012,"POINT (-73.9636161076 40.7612944968)"
"742",40750006,"H","SW","SW corner of COLLEGE PT BLVD and 18 AV","B","QE075",1026891.18406256,224591.33465971,1026917.43761897,224643.16296813,"COLLEGE PT BLVD","18 AV",11947,"POINT (-73.8460247826 40.7830246457)"
"747",10510055,"H","NW","NW corner of E 23 ST and MADISON AV","B","MN051",987569.05470173,209295.97515863,987571.06946148,209241.72034589,"E 23 ST","MADISON AV",1320,"POINT (-73.9880225964 40.7411450586)"
"757",10230024,"H","SW","SW corner of W 14 ST and HUDSON ST","B","MN023",982767.99934323,209107.15893522,982787.94123247,209137.44890088,"W 14 ST","HUDSON ST",370,"POINT (-74.0053480233 40.7406273036)"
"773",50370039,"H","NE","NE corner of ANNADALE RD and POSEN ST","B","SI037",934995.77861489,136426.0369093,934977.41480649,136390.35390981,"ANNADALE RD","POSEN ST",26563,"POINT (-74.1772104617 40.5409966753)"
"778",30820092,"H","NE","NE corner of NOSTRAND AV and ST JOHNS PLACE","D","BKN082",998087.22559448,184022.04736014,998052.05243647,183995.22261064,"NOSTRAND AV","ST JOHNS PLACE",12090,"POINT (-73.950117834 40.6717639037)"
"781",10230284,"H","NW","NW corner of UNIVERSITY PL and E 12 ST","B","MN023",986238.28735015,206730.72307129,986239.39561564,206690.91179922,"UNIVERSITY PL","E 12 ST",53905,"POINT (-73.992825667 40.7341044759)"
"785",40930064,"H","N","N corner of PARK LA S and METROPOLITAN AV","O","QW093",1029365.17583373,197360.45998771,1029386.05768172,197279.53331231,"PARK LA S","METROPOLITAN AV",18077,"POINT (-73.8372740024 40.7082705712)"
"794",21120048,"H","Direction TBD","Location Description T/K","P","BX112",1027003.44466481,248633.67404214,1027015.75151788,248632.32893036,"Street Name TBD","",20147,"POINT (-73.845466261 40.8490134835)"
"796",40220043,"H","NE","NE corner of QUEENS BLVD and 39 PL","D","QW022",1005061.03579381,210437.73009297,1005008.51785423,210400.72426146,"QUEENS BLVD","39 PL",16511,"POINT (-73.9248961336 40.7442550267)"
"798",40770023,"H","NW","NW corner of NORTHERN BLVD and 158 ST","D","QE077",1037588.72008215,217586.3667143,1037606.45823565,217547.92125313,"NORTHERN BLVD","158 ST",12448,"POINT (-73.8074522184 40.7637398036)"
"800",10830048,"H","NW","NW corner of 3 AV and E 80 ST","B","MN083",996183.31470415,221697.39261296,996191.61947756,221656.19715729,"3 AV","E 80 ST",5004,"POINT (-73.9569144868 40.7751763473)"
"802",10510495,"H","Direction TBD","Location Description T/K","P","MN051",985740.05507889,211489.6269393,985715.95243252,211446.73183839,"Street Name TBD","",1954,"POINT (-73.9946223832 40.7471665815)"
"813",10730065,"H","NE","NE corner of W 86 ST and BROADWAY","B","MN073",990866.03760906,226483.96243614,990822.84084506,226483.90075646,"W 86 ST","BROADWAY",4394,"POINT (-73.9761079257 40.7883197905)"
"818",20720061,"H","N","N corner of WEBSTER AV and BEDFORD PARK BLVD","D","BX072",1016461.46706115,255346.63666604,1016443.26565398,255317.48154064,"WEBSTER AV","BEDFORD PARK BLVD",10688,"POINT (-73.8835382757 40.8674832881)"
"827",10230121,"H","SE","SE corner of BROADWAY and E 10 ST","B","MN023",986645.34001373,205802.00675288,986635.47093898,205838.03620838,"BROADWAY","E 10 ST",559,"POINT (-73.9913572304 40.7315552769)"
"830",10510142,"H","SE","SE corner of PARK AV S and E 26 ST","B","MN051",988449.75471197,209548.23318429,988435.44109231,209605.31541921,"PARK AV S","E 26 ST",1524,"POINT (-73.9848442751 40.7418370696)"
"838",10840210,"H","SW","SW corner of YORK AV and E 83 ST","B","MN084",998430.73146914,221242.00015105,998461.9627059,221261.7786548,"YORK AV","E 83 ST",56350,"POINT (-73.9488010984 40.7739230948)"
"844",10810170,"H","NW","NW corner of LEXINGTON AV and E 64 ST","B","MN081",993672.05955607,218193.52002755,993680.3679384,218148.63855563,"LEXINGTON AV","E 64 ST",2862,"POINT (-73.9659863437 40.7655621641)"
"846",10510001,"H","SE","SE corner of 5 AV and E 20 ST","B","MN051",986781.70621081,208679.42455447,986777.92472231,208729.20168588,"5 AV","E 20 ST",1084,"POINT (-73.9908641165 40.7394530408)"
"847",31520036,"H","SW","SW corner of KINGS HWY and E 18 ST","B","BKS152",996544.71752465,161397.11820063,996562.88546731,161457.03245089,"KINGS HWY","E 18 ST",19362,"POINT (-73.9557196886 40.6096656084)"
"855",10840187,"H","NE","NE corner of EAST END AV and GRACIE TER","B","MN084",999089.06939131,220676.24078389,999064.83223507,220671.76999229,"EAST END AV","GRACIE TER",23760,"POINT (-73.9464254484 40.7723691531)"
"860",40220072,"H","NE","NE corner of QUEENS BLVD and 48 ST","D","QW022",1007381.40680923,210112.77011296,1007330.33407673,210047.69019063,"QUEENS BLVD","48 ST",15067,"POINT (-73.9165233896 40.7433573282)"
"866",30920091,"H","SE","SE corner of EMPIRE BLVD and KINGSTON AV","D","BKN092",1000203.42674264,181145.25619772,1000165.16139923,181181.24201813,"EMPIRE BLVD","KINGSTON AV",12960,"POINT (-73.9424958967 40.663864194)"
"869",10510345,"H","SW","SW corner of AVE OF THE AMERICAS and W 31 ST","B","MN051",987166.05353923,211736.42139322,987209.91532815,211754.70810205,"AVE OF THE AMERICAS","W 31 ST",1651,"POINT (-73.9894758402 40.747843615)"
"870",30210005,"H","Direction TBD","Location Description T/K","B","BKN021",987752.29974206,192244.32389455,987775.85044235,192243.49863881,"Street Name TBD","",9304,"POINT (-73.9873701958 40.6943423003)"
"878",11010171,"H","SW","SW corner of FREDERICK DOUGLASS BOULEVARD and W 118 ST","D","MN101",996793.8243099,232801.09875196,996836.69692756,232824.91825813,"FREDERICK DOUGLASS BOULEVARD","W 118 ST",5647,"POINT (-73.9546894908 40.8056521849)"
"880",10510612,"H","Direction TBD","Location Description T/K","B","MN051",987719.27323331,209041.4566388,987737.15704975,209074.04561772,"Street Name TBD","",55096,"POINT (-73.9874806372 40.7404464109)"
"883",10510498,"H","Direction TBD","Location Description T/K","P","MN051",985376.91702564,211695.05303763,985351.43984154,211649.83507559,"Street Name TBD","",2097,"POINT (-73.995932916 40.7477304782)"
"884",50210011,"H","NE","NE corner of RICHMOND RD and SEAVIEW AV","D","SI021",956300.57393172,154660.42399688,956248.55205415,154617.85321589,"RICHMOND RD","SEAVIEW AV",20553,"POINT (-74.1006339633 40.5911392117)"
"900",10820236,"H","SW","SW corner of 2 AV and E 72 ST","B","MN082",995644.99589889,219377.37855221,995731.79821873,219371.64365555,"2 AV","E 72 ST",34708,"POINT (-73.958862033 40.7688092257)"
"901",30220016,"H","E","E corner of SMITH ST and SCHERMERHORN ST","B","BKN022",987570.94807065,190630.88355188,987529.72833681,190620.27005605,"SMITH ST","SCHERMERHORN ST",9468,"POINT (-73.9880249718 40.6899138491)"
"903",21110041,"H","NW","NW corner of MORRIS PARK AV and WALLACE AV","D","BX111",1021971.32644823,247497.35544863,1021999.33065732,247470.5549773,"MORRIS PARK AV","WALLACE AV",20725,"POINT (-73.86366138 40.8459175594)"
"908",10810165,"H","NE","NE corner of 2 AV and E 68 ST","D","MN081",995342.15529724,218455.7468653,995302.3135134,218442.08285064,"2 AV","E 68 ST",21124,"POINT (-73.9599568624 40.7662799712)"
"916",10430193,"H","NE","NE corner of 10 AV and W 41 ST","P","MN043",985466.22819872,215821.12549414,985426.31390847,215810.09828521,"10 AV","W 41 ST",1593,"POINT (-73.9956098425 40.7590554886)"
"922",10620281,"H","Direction TBD","Location Description T/K","O","MN062",990737.2458719,210040.73810481,990705.0701554,210058.73047559,"Street Name TBD","",8785,"POINT (-73.976588893 40.7431874906)"
"938",31010009,"H","S","S corner of 5 AV and 72 ST","B","BKS101",978252.54413532,169348.30702263,978232.67934564,169383.76856588,"5 AV","72 ST",19468,"POINT (-74.0216073348 40.6314964642)"
"947",20310054,"H","NE","NE corner of 3 AV and E 170 ST","D","BX031",1011059.52084406,243553.10349463,1010991.16993089,243525.63832647,"3 AV","E 170 ST",15736,"POINT (-73.9031163504 40.835131616)"
"951",10630015,"H","NW","NW corner of 1 AV and E 57 ST","B","MN063",994496.08546706,215623.41690005,994505.65861064,215599.17154172,"1 AV","E 57 ST",4722,"POINT (-73.963015526 40.7585069759)"
"953",40520010,"H","SW","SW corner of MYRTLE AV and CENTRE ST","B","QW052",1011495.22568131,194436.19352655,1011558.81315257,194475.61831647,"MYRTLE AV","CENTRE ST",17906,"POINT (-73.9017409128 40.7003172233)"
"959",10510526,"H","NE","NE corner of E 23 ST and PARK AV S","B","MN051",988144.09521832,208964.01716113,988076.23905481,208955.98305647,"E 23 ST","PARK AV S",2054,"POINT (-73.9859476518 40.7402336819)"
"960",10630065,"H","SW","SW corner of 2 AV and E 59 ST","B","MN063",994040.53421281,216379.20443046,994083.94029398,216388.42849338,"2 AV","E 59 ST",5502,"POINT (-73.964658792 40.7605819351)"
"965",10510557,"H","NE","NE corner of 7 AV and W 32 ST","B","MN051",986712.34283248,212484.70532972,986632.98734814,212424.69298255,"7 AV","W 32 ST",2451,"POINT (-73.9911130272 40.7498976039)"
"975",10830177,"H","NE","NE corner of 1 AV and E 79 ST","B","MN083",997435.07269931,220680.12889947,997403.5494684,220673.33494981,"1 AV","E 79 ST",4095,"POINT (-73.9523969819 40.7723824467)"
"981",10340229,"H","Direction TBD","Location Description T/K","B","MN034",987795.8127784,206278.57961863,987765.80480679,206295.23777056,"Street Name TBD","",64397,"POINT (-73.9872058896 40.732862966)"
"987",30220032,"H","N","N corner of ATLANTIC AV and BOERUM PL","B","BKN022",986816.97582531,190417.57951655,986824.88099323,190383.95983313,"ATLANTIC AV","BOERUM PL",9774,"POINT (-73.9907438065 40.6893286293)"
"990",40230003,"H","SE","SE corner of QUEENS BLVD and 45 ST","D","QW023",1006568.64563948,209942.45057172,1006526.82813781,209990.6732443,"QUEENS BLVD","45 ST",8464,"POINT (-73.9194570452 40.7428919323)"
"1015",10710107,"H","SE","SE corner of BROADWAY and W 69 ST","B","MN071",989268.56147331,221996.9051373,989250.02246839,222047.84991729,"BROADWAY","W 69 ST",3180,"POINT (-73.9818801409 40.776005061)"
"1020",20710013,"H","SW","SW corner of JEROME AV and W FORDHAM RD","B","BX071",1011472.4524329,253537.2593793,1011527.02483031,253586.97876805,"JEROME AV","W FORDHAM RD",9399,"POINT (-73.9015835718 40.8625338947)"
"1026",10610099,"H","NW","NW corner of 1 AV and E 14 ST","B","MN061",989055.97758089,205814.78658296,989059.89522398,205771.13017422,"1 AV","E 14 ST",2621,"POINT (-73.9826592557 40.731589373)"
"1028",10630252,"H","NE","NE corner of LEXINGTON AV and E 56 ST","B","MN063",992731.14805207,216286.96839446,992698.78558397,216262.42808922,"LEXINGTON AV","E 56 ST",60409,"POINT (-73.9693854415 40.7603301239)"
"1030",10220096,"H","SW","SW corner of E 8 ST and MERCER ST","B","MN022",986055.16796573,205556.57450096,986092.26336397,205573.10563588,"E 8 ST","MERCER ST",124,"POINT (-73.9934867313 40.7308817656)"
"1031",10710070,"H","NE","NE corner of BROADWAY and W 62 ST","B","MN071",989291.2231734,220030.14069814,989251.95816006,220002.89993897,"BROADWAY","W 62 ST",5718,"POINT (-73.9817997947 40.7706067945)"
"1051",10630085,"H","NE","NE corner of 1 AV and E 54 ST","B","MN063",994213.53124215,214856.44468072,994176.96504231,214847.54574838,"1 AV","E 54 ST",2962,"POINT (-73.9640365758 40.756402156)"
"1067",10510195,"H","SW","SW corner of BROADWAY and W 27 ST","B","MN051",987269.44309622,210492.90813221,987308.52077398,210523.81751922,"BROADWAY","W 27 ST",1445,"POINT (-73.9891032612 40.7444304483)"
"1080",10850154,"H","SE","SE corner of YORK AV and E 91 ST","B","MN085",999586.53263523,223078.92889188,999574.36533673,223119.9540723,"YORK AV","E 91 ST",2910,"POINT (-73.9446239381 40.7789630503)"
"1083",31010005,"H","Direction TBD","Location Description T/K","B","BKS101",977956.92005464,169048.81319904,977937.371103,169017.06966399,"Street Name TBD","",19077,"POINT (-74.0226721151 40.6306742119)"
"1085",11010066,"H","Direction TBD","Location Description T/K","B","MN101",999116.33574098,233784.19783564,999095.14438297,233746.12559343,"Street Name TBD","",4841,"POINT (-73.9462979942 40.8083469173)"
"1089",40830068,"H","Direction TBD","Location Description T/K","D","QE083",1033642.17515373,203822.97166896,1033678.2154344,203837.62564283,"Street Name TBD","",11711,"POINT (-73.8217999087 40.7259857378)"
"1092",31610126,"H","NE","NE corner of PITKIN AV and SACKMAN ST","D","BKN161",1010602.48205997,183631.3873803,1010591.58083506,183605.43008313,"PITKIN AV","SACKMAN ST",13096,"POINT (-73.9050028223 40.6706632224)"
"1098",31020046,"H","N","N corner of 5 AV and 85 ST","B","BKS102",977109.05134356,166024.18604621,977119.77245073,165968.35643347,"5 AV","85 ST",19113,"POINT (-74.0257235365 40.6223716031)"
"1107",21010018,"H","NW","NW corner of CITY ISLAND AV and PILOT ST","D","BX101",1043857.77972248,245878.06538013,1043918.94232981,245838.9834373,"CITY ISLAND AV","PILOT ST",6612,"POINT (-73.7845704161 40.8413524742)"
"1108",10610214,"H","Direction TBD","Location Description T/K","D","MN061",988575.85550964,206081.35461938,988556.87196464,206046.885262,"Street Name TBD","",38591,"POINT (-73.9843914424 40.7323212847)"
"1110",10110416,"H","Direction TBD","Location Description T/K","P","MN011",981968.57508907,195196.28255755,981921.1794874,195255.94673733,"Street Name TBD","",18431,"POINT (-74.0082281513 40.7024451376)"
"1111",10510607,"H","NW","NW corner of PARK AV S and E 29 ST","B","MN051",988744.53889932,210410.02739246,988762.34988731,210350.61576588,"PARK AV S","E 29 ST",47373,"POINT (-73.9837799067 40.7442023347)"
"1120",10630237,"H","NE","NE corner of 2 AV and E 56 ST","D","MN063",993864.05720356,215662.42010288,993773.54065231,215666.58610505,"2 AV","E 56 ST",18298,"POINT (-73.9652968518 40.7586147395)"
"1123",40140061,"H","N","N corner of STEINWAY ST and 30 AV","B","QW014",1007793.25047372,217658.26453638,1007789.07003589,217627.37975563,"STEINWAY ST","30 AV",16358,"POINT (-73.9150107098 40.7640666988)"
"1124",20110195,"H","Direction TBD","Location Description T/K","B","BX011",1007884.07903223,237345.21499179,1007853.26764866,237372.52216908,"Street Name TBD","",7584,"POINT (-73.9146135513 40.8181018079)"
"1129",10820207,"H","SE","SE corner of E 72 ST and 5 AV","B","MN082",993396.17756189,220633.05747131,993386.8645884,220666.01869147,"E 72 ST","5 AV",3495,"POINT (-73.9669789584 40.7722583496)"
"1135",10110029,"H","S","S corner of WATER ST and OLD SLIP","B","MN011",981866.53329839,195722.80873546,981809.25027648,195798.25641921,"WATER ST","OLD SLIP",4638,"POINT (-74.0085963599 40.7038903014)"
"1136",20430012,"H","Direction TBD","Location Description T/K","P","BX043",1008046.26276298,246258.38712604,1008077.0011915,246241.84953254,"Street Name TBD","",6257,"POINT (-73.9139959895 40.8425654631)"
"1141",50220068,"H","S","S corner of MIDLAND AV and MORELAND ST","D","SI022",957295.81767614,148502.24274372,957289.82753064,148546.19573981,"MIDLAND AV","MORELAND ST",20576,"POINT (-74.0970259584 40.5742393169)"
"1151",10520572,"H","NE","NE corner of VANDERBILT AV and E 46 ST","B","MN052",990836.33064748,214354.62088122,990784.89833565,214341.48048756,"VANDERBILT AV","E 46 ST",2486,"POINT (-73.9762270919 40.7550279382)"
"1168",30630061,"H","N","N corner of 5 AV and BERGEN ST","D","BKS063",990604.45643932,187627.39185546,990610.27270064,187587.77448063,"5 AV","BERGEN ST",12106,"POINT (-73.9770892573 40.6816682936)"
"1169",40420023,"H","N","N corner of QUEENS BLVD and 59 AV","P","QW042",1020178.24112365,206700.65160914,1020243.10976031,206620.30498505,"QUEENS BLVD","59 AV",17463,"POINT (-73.8703604587 40.7339491885)"
